Translation_X,Translation_Y,Translation_Z,Rotation_X,Rotation_Y,Rotation_Z,Rotation_W
-0.455169,-0.01158,0.498143,0.63743,-0.648392,0.291891,-0.296766
Case_Dimension_1,Case_Dimension_2,Case_Dimension_3
0.293,0.193,0.169
